time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.23895	18.5413	4.89022	3.84678	0.456892	radar	1.63229	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09363	18.3887	4.84962	3.87413	0.460938	lidar	1.97398	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90828	18.2229	4.88054	3.90098	0.468348	radar	7.04075	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.67307	18.0789	4.92142	3.90725	0.454508	lidar	3.05252	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.50972	17.9238	4.88631	3.92516	0.448283	radar	3.50733	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.29421	17.7565	4.92177	3.9375	0.43998	lidar	1.6025	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.11689	17.5771	4.94214	3.96102	0.443506	radar	2.40174	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.93562	17.4559	4.91732	3.96605	0.430534	lidar	6.71748	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.78475	17.2487	4.94033	3.99981	0.443554	radar	3.0374	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.60942	17.066	4.94998	4.01735	0.439815	lidar	0.19704	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.45144	16.8931	4.91918	4.03138	0.43041	radar	2.02083	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.28498	16.7208	4.91664	4.04549	0.42467	lidar	0.728491	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.12148	16.5224	4.91555	4.06206	0.418448	radar	5.24604	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.96277	16.2968	4.94504	4.08628	0.420632	lidar	2.14762	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.81426	16.1154	4.91925	4.09925	0.411991	radar	1.50241	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.62018	15.9434	4.93839	4.10082	0.396879	lidar	2.83318	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.48846	15.72	4.96166	4.12893	0.405531	radar	1.42296	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.31865	15.5047	4.99277	4.14204	0.399532	lidar	1.30021	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.17356	15.3091	4.98231	4.1548	0.392797	radar	1.34037	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.974661	15.0925	5.03428	4.158	0.379272	lidar	3.93249	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.841217	14.9056	4.9953	4.16801	0.369603	radar	3.07744	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.71879	14.6922	4.99089	4.1875	0.370446	lidar	0.0269555	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.604447	14.4574	5.01017	4.21302	0.377427	radar	1.16295	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.434868	14.2372	5.04364	4.21837	0.366431	lidar	1.93147	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.314432	13.994	5.08523	4.24276	0.374305	radar	3.21589	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.261514	13.7501	5.0609	4.27998	0.389117	lidar	2.49501	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.157765	13.5113	5.08377	4.30281	0.393724	radar	1.37548	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.00193666	13.2831	5.11273	4.30618	0.380518	lidar	2.13058	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.107802	13.0611	5.09504	4.31858	0.3738	radar	0.951149	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.148026	12.8346	5.05528	4.35114	0.385259	lidar	2.60059	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.257387	12.6054	5.04115	4.36083	0.375369	radar	3.62638	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.372718	12.3695	5.05619	4.37073	0.368147	lidar	0.62175	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.483156	12.1564	5.03351	4.3762	0.356393	radar	4.31527	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.569915	11.9342	5.02183	4.39031	0.353597	lidar	0.568796	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.679786	11.7047	5.01784	4.39613	0.342759	radar	3.52156	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.85013	11.4618	5.06617	4.38627	0.32066	lidar	6.14598	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.938897	11.233	5.03239	4.39459	0.311149	radar	4.18262	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.10181	11.0033	5.06234	4.38373	0.289767	lidar	4.96516	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.18446	10.7628	5.07113	4.39849	0.290925	radar	0.580319	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.31336	10.5098	5.1052	4.39878	0.279228	lidar	2.32955	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.39826	10.2543	5.12625	4.41255	0.279722	radar	1.20709	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.50613	10.0393	5.11196	4.41343	0.269436	lidar	2.74386	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.58868	9.80948	5.08954	4.42099	0.263149	radar	0.981392	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.67688	9.58476	5.07794	4.42732	0.257823	lidar	1.03348	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.77805	9.33918	5.09702	4.43166	0.2515	radar	3.2289	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.86646	9.05221	5.14555	4.44226	0.24951	lidar	4.34728	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.94707	8.82727	5.11202	4.44599	0.240262	radar	2.44602	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.04785	8.57523	5.13128	4.44797	0.232109	lidar	0.999093	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.16189	8.32704	5.14354	4.44377	0.218146	radar	4.6205	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.22654	8.08854	5.13309	4.45455	0.21813	lidar	0.218424	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.29418	7.87198	5.09255	4.45994	0.212211	radar	5.68997	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.40547	7.62144	5.11578	4.45612	0.200544	lidar	2.06087	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.54703	7.38967	5.10358	4.43607	0.171506	radar	9.80572	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.65214	7.13266	5.1295	4.43453	0.163273	lidar	1.436	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.72546	6.89886	5.11604	4.44005	0.160818	radar	1.20648	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.78323	6.6811	5.08303	4.44898	0.161707	lidar	1.88003	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.85367	6.45361	5.04285	4.44833	0.149575	radar	5.3358	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.91546	6.21278	5.0388	4.45654	0.150177	lidar	0.0247674	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.03067	5.9701	5.0532	4.44673	0.134883	radar	4.95515	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.11162	5.69966	5.08681	4.45073	0.132549	lidar	1.70285	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.21857	5.4534	5.08442	4.43862	0.11196	radar	4.64978	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.31127	5.19397	5.11016	4.43794	0.106908	lidar	1.16912	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.39019	4.94832	5.11111	4.43906	0.102521	radar	0.149928	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.49685	4.67712	5.15442	4.43472	0.0949917	lidar	3.31245	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.60765	4.42429	5.16107	4.42065	0.0735459	radar	4.68113	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.73044	4.15933	5.20259	4.41148	0.0635169	lidar	4.5306	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.82445	3.91662	5.20287	4.40838	0.0577892	radar	1.20024	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.89911	3.67962	5.18935	4.41124	0.0577365	lidar	0.285137	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.00837	3.46239	5.16213	4.39597	0.0373828	radar	6.14469	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.09724	3.21788	5.16561	4.39536	0.0355002	lidar	0.150677	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.21615	2.96209	5.18982	4.38094	0.0171332	radar	2.88754	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.30191	2.69462	5.21538	4.38327	0.0184653	lidar	1.09131	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.39639	2.44277	5.22524	4.37979	0.0131954	radar	0.30068	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.49758	2.18398	5.24704	4.37735	0.0110915	lidar	1.09096	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.60917	1.94177	5.25222	4.36119	-0.0108458	radar	6.2705	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.71922	1.67725	5.28332	4.35742	-0.0128211	lidar	2.13905	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.84419	1.42358	5.30949	4.34224	-0.0301199	radar	2.73288	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.90579	1.18472	5.28162	4.34844	-0.0247554	lidar	3.38166	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.00686	0.957342	5.26367	4.34154	-0.0312339	radar	1.28234	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.07097	0.721043	5.23712	4.34664	-0.0266869	lidar	2.90275	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.16421	0.436389	5.28901	4.34626	-0.028882	radar	5.14816	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.24159	0.194957	5.27391	4.34838	-0.0264718	lidar	0.90356	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.3536	-0.0435184	5.27044	4.34372	-0.0270727	radar	6.04533	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.42937	-0.282518	5.25314	4.34616	-0.0245217	lidar	1.09391	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.54771	-0.484394	5.21748	4.33114	-0.0383645	radar	5.11373	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.68315	-0.681643	5.18326	4.31366	-0.0516493	lidar	4.52129	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.79263	-0.91641	5.19722	4.30217	-0.0648155	radar	6.49237	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.89082	-1.17081	5.21332	4.30275	-0.0613209	lidar	0.506386	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.9814	-1.43035	5.23447	4.30474	-0.0580774	radar	1.9866	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.11809	-1.64285	5.21803	4.28962	-0.0684483	lidar	2.24088	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.25157	-1.88518	5.25879	4.27303	-0.0858691	radar	6.03847	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.35983	-2.12549	5.25993	4.27015	-0.0846764	lidar	0.0279755	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.50651	-2.34029	5.25308	4.25311	-0.096285	radar	4.40809	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.65361	-2.55165	5.24063	4.23695	-0.105995	lidar	1.65831	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8031	-2.77382	5.2511	4.22069	-0.116977	radar	2.51337	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.90459	-3.02307	5.26015	4.22364	-0.109419	lidar	0.922399	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.0337	-3.24987	5.25568	4.21636	-0.110718	radar	0.194645	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.16037	-3.44877	5.22293	4.20507	-0.11628	lidar	1.83894	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.30537	-3.6926	5.25029	4.19718	-0.11796	radar	4.46199	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.45935	-3.85124	5.19061	4.17308	-0.134498	lidar	6.95931	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.59936	-4.06712	5.19465	4.1625	-0.138955	radar	0.841133	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.75918	-4.28419	5.20197	4.14904	-0.144285	lidar	0.786077	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.90768	-4.50527	5.20982	4.13967	-0.146238	radar	0.445897	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.07572	-4.72891	5.22781	4.12684	-0.150555	lidar	1.39195	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.21877	-4.93589	5.19788	4.12044	-0.147492	radar	2.38492	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.36154	-5.14458	5.19033	4.11262	-0.147999	lidar	0.110974	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.50747	-5.3248	5.14137	4.1013	-0.149955	radar	4.7653	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.70031	-5.5203	5.15127	4.08006	-0.161348	lidar	2.4717	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.85804	-5.72149	5.1421	4.07036	-0.162155	radar	0.550448	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0221	-5.90404	5.1266	4.05561	-0.167957	lidar	0.569942	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.16209	-6.0729	5.0688	4.04668	-0.167363	radar	7.23694	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.33889	-6.19252	5.00978	4.0181	-0.185086	lidar	7.35627	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.50983	-6.38105	5.0079	4.00619	-0.186913	radar	1.05577	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6655	-6.57106	5.00375	3.99876	-0.18537	lidar	0.0904563	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.87193	-6.74486	5.02745	3.97562	-0.197571	radar	7.52795	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0779	-6.90337	5.02681	3.95156	-0.2094	lidar	1.48864	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2558	-7.0738	5.02678	3.93761	-0.212746	radar	1.3786	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.487	-7.2426	5.05307	3.91201	-0.224864	lidar	4.10162	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.6821	-7.39869	5.0511	3.89349	-0.231234	radar	2.68878	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9284	-7.55111	5.0761	3.86367	-0.246078	lidar	4.62285	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1123	-7.70331	5.05287	3.85015	-0.247042	radar	1.45204	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.279	-7.8418	5.01624	3.83817	-0.247204	lidar	3.12357	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4688	-7.98171	4.99376	3.82223	-0.250237	radar	2.36166	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6579	-8.08366	4.94995	3.79859	-0.259984	lidar	4.47884	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8476	-8.212	4.90636	3.78239	-0.2624	radar	2.75645	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0678	-8.30183	4.88391	3.75122	-0.277546	lidar	2.59756	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2832	-8.43736	4.91329	3.7336	-0.280753	radar	2.67573	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4945	-8.51418	4.87869	3.70379	-0.294142	lidar	3.74351	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6942	-8.61934	4.83702	3.68457	-0.298078	radar	2.77463	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9722	-8.70153	4.86671	3.64513	-0.317769	lidar	5.7524	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2083	-8.81383	4.89166	3.62425	-0.321558	radar	3.03143	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4383	-8.85631	4.8605	3.58767	-0.338719	lidar	4.46022	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6461	-8.9254	4.80483	3.56291	-0.346062	radar	5.53374	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8887	-9.00858	4.81704	3.53795	-0.352112	lidar	0.639126	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1292	-9.1047	4.85561	3.51976	-0.351729	radar	2.63362	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3673	-9.18742	4.86357	3.49882	-0.354332	lidar	0.191291	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.5925	-9.26726	4.85159	3.48026	-0.355358	radar	0.245801	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8758	-9.26866	4.86525	3.43191	-0.379914	lidar	5.00175	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1263	-9.348	4.88642	3.41381	-0.37886	radar	4.14847	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4016	-9.42926	4.93108	3.39433	-0.378613	lidar	4.58682	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6412	-9.47404	4.90614	3.36919	-0.384872	radar	2.30732	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9084	-9.5322	4.93502	3.34778	-0.386168	lidar	1.83374	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.155	-9.55763	4.91974	3.31978	-0.394068	radar	2.91789	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4125	-9.54667	4.91844	3.28251	-0.408208	lidar	1.80302	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6315	-9.55882	4.87604	3.2573	-0.413557	radar	5.63828	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9167	-9.53848	4.90743	3.21807	-0.427922	lidar	2.82961	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1672	-9.58886	4.92801	3.20772	-0.418154	radar	6.76922	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4336	-9.59033	4.94659	3.18121	-0.422329	lidar	0.670186	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6881	-9.58927	4.94332	3.15548	-0.426946	radar	1.91292	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9476	-9.55025	4.95058	3.1208	-0.437462	lidar	0.98608	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1901	-9.52503	4.93169	3.09173	-0.444817	radar	1.17377	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4094	-9.53936	4.90622	3.08023	-0.436692	lidar	1.26015	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6459	-9.5241	4.90372	3.06065	-0.43425	radar	1.57147	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8985	-9.50239	4.91275	3.03882	-0.434194	lidar	0.168782	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1293	-9.46492	4.90396	3.01552	-0.434942	radar	4.08317	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3734	-9.35701	4.90698	2.97033	-0.453472	lidar	4.06767	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6069	-9.29191	4.88875	2.93885	-0.462467	radar	1.60033	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8582	-9.17527	4.90716	2.89528	-0.478335	lidar	2.6054	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0922	-9.08558	4.90443	2.86222	-0.486089	radar	5.61584	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.288	-9.15393	4.84339	2.88106	-0.45309	lidar	12.382	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.527	-9.10391	4.85009	2.86396	-0.44804	radar	1.39922	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7489	-9.00987	4.84405	2.83359	-0.454418	lidar	0.898677	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9898	-8.92961	4.85316	2.80894	-0.45646	radar	2.38044	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1914	-8.85307	4.82405	2.78683	-0.456365	lidar	1.51629	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4246	-8.76465	4.8281	2.76227	-0.458754	radar	1.84922	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6242	-8.72133	4.7896	2.75306	-0.448582	lidar	2.11463	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8221	-8.58787	4.75985	2.71122	-0.468705	radar	7.26148	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0279	-8.50646	4.74346	2.69338	-0.464567	lidar	0.367548	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.237	-8.39355	4.74673	2.66888	-0.464556	radar	1.82821	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.464	-8.29671	4.75853	2.65103	-0.460169	lidar	0.903171	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6591	-8.17725	4.74145	2.62335	-0.465674	radar	1.23667	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8851	-7.96899	4.80121	2.57592	-0.483611	lidar	5.62571	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0787	-7.82713	4.78418	2.54165	-0.496612	radar	4.53828	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3027	-7.6597	4.82609	2.51114	-0.500361	lidar	2.0993	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4982	-7.51572	4.83348	2.48913	-0.495906	radar	1.17212	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6688	-7.36658	4.8152	2.46198	-0.498042	lidar	0.840968	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8568	-7.20772	4.82141	2.43632	-0.498239	radar	0.811928	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0237	-7.09656	4.78017	2.42234	-0.490477	lidar	1.93838	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1923	-6.91863	4.77848	2.38907	-0.499318	radar	2.29573	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3515	-6.68429	4.81089	2.344	-0.514287	lidar	3.96912	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
