time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461550000	-24.5193	-6.51018	4.80619	2.31453	-0.520629	radar	3.79641	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6286	-6.35506	4.74665	2.28628	-0.52339	lidar	5.91314	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7695	-6.16515	4.74007	2.25399	-0.529731	radar	0.674472	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9475	-5.96647	4.77464	2.22979	-0.527347	lidar	2.15148	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0774	-5.76321	4.77245	2.19714	-0.532857	radar	2.13177	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.2119	-5.58397	4.75802	2.17366	-0.530706	lidar	0.217101	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3593	-5.39518	4.76521	2.15478	-0.522443	radar	0.818027	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4991	-5.17576	4.78892	2.12674	-0.523472	lidar	0.567913	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6268	-4.99178	4.77835	2.11029	-0.51247	radar	6.39091	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7401	-4.80873	4.75366	2.08808	-0.510315	lidar	0.567953	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8592	-4.60261	4.75673	2.06595	-0.505906	radar	0.366637	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9665	-4.36631	4.77759	2.035	-0.509841	lidar	0.567685	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0803	-4.14892	4.78112	2.00465	-0.519175	radar	10.6191	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1686	-3.87919	4.82295	1.96718	-0.527202	lidar	2.4018	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2478	-3.64732	4.82072	1.9299	-0.541633	radar	3.93572	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2819	-3.38398	4.82907	1.88535	-0.554747	lidar	5.25372	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3341	-3.14307	4.82745	1.84624	-0.567869	radar	1.40972	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3649	-2.90244	4.81898	1.80889	-0.574818	lidar	1.91703	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.42	-2.67288	4.8144	1.78035	-0.57565	radar	1.18966	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4979	-2.49692	4.76744	1.76758	-0.564464	lidar	4.86343	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5486	-2.26077	4.77242	1.74238	-0.560888	radar	0.612945	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5988	-2.0543	4.74722	1.72109	-0.556287	lidar	1.0435	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6265	-1.81665	4.74805	1.69412	-0.553491	radar	1.88754	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6256	-1.57031	4.75001	1.65815	-0.559718	lidar	1.38846	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.626	-1.33544	4.74371	1.62178	-0.569785	radar	2.07551	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6299	-1.10672	4.73353	1.59266	-0.57046	lidar	0.117669	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6553	-0.877885	4.73101	1.57139	-0.564939	radar	4.84407	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6638	-0.633145	4.74265	1.5459	-0.562628	lidar	0.342761	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.653	-0.390854	4.75039	1.51304	-0.569769	radar	2.37697	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6088	-0.112829	4.79113	1.47483	-0.576305	lidar	2.88065	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5887	0.126299	4.79481	1.44553	-0.578707	radar	1.77406	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5638	0.40318	4.8394	1.41782	-0.576905	lidar	1.79142	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.546	0.63841	4.83487	1.39852	-0.56693	radar	1.49498	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5338	0.90973	4.87385	1.37907	-0.559463	lidar	3.22339	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4911	1.15726	4.87823	1.35958	-0.546788	radar	7.85359	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4311	1.40015	4.88405	1.33064	-0.547881	lidar	0.0816454	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3901	1.62017	4.86098	1.31306	-0.53688	radar	8.69229	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3302	1.84273	4.84788	1.28747	-0.536174	lidar	0.17941	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2645	2.07289	4.84501	1.26268	-0.534121	radar	0.171691	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.1973	2.2804	4.8194	1.23786	-0.533149	lidar	0.646999	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1325	2.5063	4.8099	1.2211	-0.520825	radar	1.71065	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0495	2.74534	4.8251	1.19641	-0.519561	lidar	0.219093	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9603	2.96935	4.82971	1.16776	-0.52469	radar	2.13315	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8582	3.23361	4.87777	1.14299	-0.52281	lidar	1.9348	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7759	3.45933	4.87654	1.12434	-0.516093	radar	2.411	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6677	3.66972	4.8679	1.09788	-0.516718	lidar	0.0658464	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5532	3.87874	4.86105	1.07165	-0.516754	radar	1.00248	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.48	4.07276	4.82781	1.05658	-0.509174	lidar	4.06577	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3583	4.27709	4.8224	1.03127	-0.508496	radar	0.561109	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2013	4.49141	4.84287	0.998683	-0.513574	lidar	1.7568	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0508	4.68728	4.83616	0.971872	-0.510561	radar	8.9989	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9299	4.88492	4.82857	0.950978	-0.507185	lidar	0.587682	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7757	5.0763	4.82778	0.923517	-0.507482	radar	2.22226	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6098	5.28378	4.85273	0.895783	-0.50888	lidar	0.84475	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4425	5.46509	4.85921	0.86312	-0.517258	radar	0.725547	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2586	5.64098	4.86464	0.830411	-0.522348	lidar	1.10239	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0937	5.80838	4.8597	0.800749	-0.527526	radar	3.30821	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9214	5.97336	4.85344	0.773013	-0.528658	lidar	0.0502482	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7699	6.15292	4.83191	0.762184	-0.509298	radar	4.77948	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6009	6.31212	4.82243	0.737584	-0.5088	lidar	0.135632	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.448	6.48296	4.80481	0.724595	-0.495416	radar	2.45902	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2294	6.68477	4.86787	0.699887	-0.494326	lidar	4.24689	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0347	6.82729	4.85459	0.674212	-0.49243	radar	5.64379	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8227	6.99432	4.88372	0.648682	-0.492649	lidar	1.056	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6145	7.13084	4.88612	0.619314	-0.496696	radar	1.21771	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4269	7.27877	4.88394	0.598954	-0.493327	lidar	0.415032	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2047	7.40849	4.90721	0.564641	-0.505093	radar	2.24626	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0227	7.568	4.91131	0.551405	-0.495875	lidar	2.40825	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8369	7.72368	4.8994	0.543031	-0.478416	radar	6.53072	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6281	7.86649	4.91158	0.523852	-0.474609	lidar	0.319818	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4367	7.99627	4.8919	0.509155	-0.465226	radar	2.17671	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2052	8.05617	4.8649	0.469466	-0.478159	lidar	3.52089	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.011	8.19579	4.842	0.464854	-0.456135	radar	8.23728	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8273	8.34257	4.84116	0.457663	-0.444228	lidar	4.12644	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.5933	8.45226	4.86187	0.433066	-0.446929	radar	3.70591	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3478	8.58221	4.90205	0.414703	-0.443328	lidar	1.64237	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1484	8.70092	4.87213	0.408363	-0.425372	radar	3.79576	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9423	8.8086	4.86394	0.393243	-0.420786	lidar	0.937155	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7423	8.91866	4.83124	0.386968	-0.403754	radar	3.76824	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.514	8.99942	4.83	0.364099	-0.405816	lidar	0.099001	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2814	9.10013	4.84121	0.348677	-0.400819	radar	4.5756	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.001	9.18876	4.89394	0.324141	-0.403638	lidar	5.36805	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7859	9.27048	4.87547	0.309265	-0.398323	radar	1.9988	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5329	9.37112	4.90919	0.294854	-0.393734	lidar	1.16914	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2754	9.41024	4.92897	0.26064	-0.408364	radar	4.23509	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9952	9.52971	4.9968	0.251977	-0.39861	lidar	4.78877	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7548	9.60693	4.98638	0.241449	-0.387167	radar	3.67831	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4841	9.71353	5.03573	0.233238	-0.378079	lidar	2.66872	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2429	9.78184	5.03397	0.219072	-0.373652	radar	0.795317	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9746	9.90247	5.08429	0.217823	-0.359753	lidar	3.77174	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7268	9.96169	5.08195	0.202892	-0.356307	radar	0.249404	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4759	10.073	5.10787	0.202756	-0.342504	lidar	3.19838	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2268	10.1339	5.1095	0.189445	-0.339195	radar	0.828795	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9799	10.1801	5.10532	0.172847	-0.338956	lidar	0.0359685	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7363	10.2375	5.09301	0.163531	-0.33065	radar	0.830041	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4993	10.2565	5.07132	0.142096	-0.334592	lidar	0.520537	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2162	10.2796	5.11538	0.116438	-0.344944	radar	7.73498	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9538	10.3424	5.13487	0.108867	-0.33735	lidar	0.97171	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.708	10.3724	5.1037	0.0994687	-0.326113	radar	6.59541	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4525	10.3608	5.09535	0.0730174	-0.333987	lidar	1.15909	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1946	10.3838	5.09577	0.0592812	-0.330421	radar	0.746133	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9037	10.513	5.1632	0.0750603	-0.304913	lidar	10.8318	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6534	10.561	5.14182	0.0746339	-0.288031	radar	3.70627	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3917	10.5742	5.14637	0.0588402	-0.289069	lidar	0.0929218	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1333	10.5976	5.14603	0.0483949	-0.284878	radar	0.466943	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8756	10.6873	5.16355	0.0571195	-0.267004	lidar	6.06582	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6177	10.7299	5.15812	0.055674	-0.254619	radar	2.76528	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3663	10.7154	5.14632	0.0351804	-0.260689	lidar	0.633396	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1128	10.747	5.13236	0.0333563	-0.24808	radar	1.9215	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8599	10.8101	5.1388	0.0373091	-0.235405	lidar	3.52788	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5904	10.8286	5.14673	0.0305437	-0.229357	radar	3.12483	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3483	10.8516	5.13346	0.0241047	-0.225535	lidar	0.993676	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0854	10.8061	5.16025	-0.0104106	-0.25162	radar	7.41299	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7964	10.7864	5.19112	-0.0277471	-0.255154	lidar	2.5235	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5412	10.7826	5.18592	-0.0385815	-0.25327	radar	0.193489	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2993	10.7863	5.1696	-0.0467788	-0.249896	lidar	1.08088	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0502	10.8277	5.13776	-0.0349869	-0.223181	radar	7.89245	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.7901	10.8699	5.1474	-0.0309656	-0.211377	lidar	3.04432	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55222	10.857	5.11946	-0.0404601	-0.208577	radar	4.06609	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29165	10.8802	5.12823	-0.0408262	-0.200758	lidar	1.30821	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04238	10.8644	5.11148	-0.0490701	-0.19658	radar	2.84079	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78005	10.8908	5.12275	-0.0473022	-0.187583	lidar	1.75895	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53404	10.8564	5.10475	-0.0608564	-0.18897	radar	6.10081	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.34078	10.7956	5.03495	-0.0836222	-0.199435	lidar	5.35465	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.08867	10.8054	5.02606	-0.0802406	-0.185228	radar	2.43544	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77922	10.8328	5.09322	-0.0745993	-0.173532	lidar	5.28691	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51955	10.8304	5.08641	-0.0728348	-0.160529	radar	3.20031	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24789	10.8151	5.10643	-0.0793306	-0.159308	lidar	0.446689	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00755	10.8422	5.07251	-0.0654394	-0.13479	radar	6.96671	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
